District,City,year,pm25,pm10,so2,o3,no2,co
전라북도,김제,2020,24.333,36.167,0.002,0.034,0.015,0.417
전라북도,김제,2021,24.5,42.917,0.002,0.035,0.014,0.408
전라북도,김제,2022,23.364,35.909,0.002,0.035,0.012,0.382
전라북도,남원,2015,,50.727,0.004,0.032,0.012,0.6
전라북도,남원,2016,25.778,46.417,0.004,0.033,0.014,0.567
전라북도,남원,2017,27.083,43.75,0.003,0.033,0.012,0.583
전라북도,남원,2018,22.0,44.917,0.003,0.033,0.013,0.575
전라북도,남원,2019,23.083,40.083,0.002,0.032,0.012,0.433
전라북도,남원,2020,17.833,27.167,0.002,0.031,0.011,0.375
전라북도,남원,2021,17.917,31.25,0.002,0.033,0.01,0.375
전라북도,남원,2022,17.182,27.909,0.002,0.038,0.008,0.327
전라북도,무주,2015,,,,,,
전라북도,무주,2016,,,,,,
전라북도,무주,2017,,,,,,
전라북도,무주,2018,16.8,26.6,0.003,0.028,0.009,0.38
전라북도,무주,2019,18.833,30.583,0.003,0.033,0.008,0.408
전라북도,무주,2020,17.083,25.917,0.003,0.032,0.008,0.367
전라북도,무주,2021,13.417,31.75,0.003,0.033,0.007,0.35
전라북도,무주,2022,13.636,25.364,0.003,0.033,0.006,0.3
전라북도,부안,2015,31.8,45.125,0.002,0.036,0.011,0.375
전라북도,부안,2016,30.917,47.25,0.004,0.038,0.013,0.483
전라북도,부안,2017,27.25,46.167,0.003,0.038,0.013,0.575
전라북도,부안,2018,24.167,49.0,0.004,0.038,0.014,0.533
전라북도,부안,2019,27.833,46.333,0.003,0.039,0.012,0.542
전라북도,부안,2020,20.5,33.5,0.002,0.038,0.013,0.475
전라북도,부안,2021,23.083,41.25,0.002,0.038,0.012,0.392
전라북도,부안,2022,21.727,34.636,0.002,0.038,0.01,0.391
전라북도,순창,2015,,,,,,
전라북도,순창,2016,,,,,,
전라북도,순창,2017,,,,,,
전라북도,순창,2018,30.0,44.0,0.004,0.019,0.014,0.55
전라북도,순창,2019,25.0,36.667,0.003,0.032,0.009,0.342
전라북도,순창,2020,19.5,30.667,0.003,0.033,0.008,0.317
전라북도,순창,2021,16.583,37.0,0.004,0.031,0.008,0.317
전라북도,순창,2022,15.091,28.091,0.003,0.031,0.007,0.236
전라북도,완주,2015,,,,,,
전라북도,완주,2016,,,,,,
전라북도,완주,2017,,,,,,
전라북도,완주,2018,21.182,39.0,0.003,0.036,0.009,0.491
전라북도,완주,2019,24.083,40.417,0.002,0.036,0.01,0.392
전라북도,완주,2020,21.5,35.333,0.002,0.031,0.011,0.375
전라북도,완주,2021,18.917,36.833,0.002,0.033,0.009,0.342
전라북도,완주,2022,18.364,30.091,0.002,0.034,0.008,0.373
전라북도,익산,2015,39.857,54.667,0.004,0.027,0.017,0.392
전라북도,익산,2016,36.333,55.583,0.005,0.031,0.018,0.467
전라북도,익산,2017,34.917,55.167,0.004,0.029,0.017,0.475
전라북도,익산,2018,28.583,44.833,0.004,0.027,0.014,0.458
전라북도,익산,2019,30.5,48.25,0.003,0.029,0.015,0.375
전라북도,익산,2020,23.083,36.5,0.002,0.03,0.011,0.342
전라북도,익산,2021,20.833,40.083,0.003,0.033,0.01,0.358
전라북도,익산,2022,20.909,36.636,0.003,0.033,0.01,0.345
전라북도,임실,2015,,,,,,
전라북도,임실,2016,,,,,,
전라북도,임실,2017,,,,,,
전라북도,임실,2018,24.0,35.0,0.003,0.02,0.009,0.4
전라북도,임실,2019,24.417,38.167,0.004,0.023,0.007,0.408
전라북도,임실,2020,17.0,25.667,0.004,0.024,0.008,0.383
전라북도,임실,2021,16.583,33.25,0.003,0.032,0.011,0.367
전라북도,임실,2022,16.818,29.545,0.004,0.031,0.009,0.3
전라북도,장수,2015,,,,,,
전라북도,장수,2016,,,,,,
전라북도,장수,2017,,,,,,
전라북도,장수,2018,27.0,36.0,0.003,0.031,0.007,0.4
전라북도,장수,2019,24.636,40.0,0.004,0.039,0.006,0.436
전라북도,장수,2020,18.833,30.091,0.003,0.035,0.007,0.333
전라북도,장수,2021,14.167,29.667,0.003,0.034,0.006,0.325
전라북도,장수,2022,14.636,25.0,0.002,0.036,0.006,0.236
전라북도,전주,2015,,49.25,0.006,0.029,0.018,0.442
전라북도,전주,2016,32.375,54.417,0.005,0.031,0.018,0.442
전라북도,전주,2017,25.25,52.0,0.004,0.032,0.016,0.508
전라북도,전주,2018,28.417,47.083,0.005,0.03,0.016,0.433
전라북도,전주,2019,29.25,46.5,0.004,0.032,0.017,0.45
전라북도,전주,2020,21.667,34.333,0.003,0.032,0.015,0.383
전라북도,전주,2021,19.917,40.083,0.002,0.032,0.015,0.358
전라북도,전주,2022,19.0,33.818,0.002,0.033,0.014,0.373
전라북도,정읍,2015,,52.0,0.002,0.023,0.013,0.275
전라북도,정읍,2016,34.0,52.8,0.003,0.026,0.014,0.33
전라북도,정읍,2017,28.0,41.833,0.003,0.033,0.014,0.6
전라북도,정읍,2018,24.75,42.75,0.003,0.032,0.014,0.458
전라북도,정읍,2019,22.833,42.25,0.002,0.033,0.012,0.383
전라북도,정읍,2020,20.833,32.167,0.002,0.03,0.012,0.383
전라북도,정읍,2021,19.167,36.083,0.002,0.031,0.011,0.367
전라북도,정읍,2022,20.0,32.273,0.002,0.034,0.009,0.336
전라북도,진안,2015,,,,,,
전라북도,진안,2016,,,,,,
전라북도,진안,2017,,,,,,
전라북도,진안,2018,19.545,36.091,0.002,0.027,0.01,0.409
전라북도,진안,2019,23.75,37.583,0.002,0.032,0.01,0.342
전라북도,진안,2020,16.083,31.75,0.002,0.028,0.009,0.308
전라북도,진안,2021,15.75,33.667,0.002,0.029,0.009,0.308
전라북도,진안,2022,16.818,28.636,0.002,0.034,0.008,0.318
제주특별자치도,서귀포,2015,19.0,39.5,0.004,0.038,0.011,0.308
제주특별자치도,서귀포,2016,18.5,36.333,0.002,0.034,0.01,0.283
제주특별자치도,서귀포,2017,19.333,32.0,0.001,0.033,0.008,0.267
제주특별자치도,서귀포,2018,18.917,34.083,0.002,0.039,0.007,0.233
제주특별자치도,서귀포,2019,16.833,32.75,0.002,0.044,0.007,0.25
제주특별자치도,서귀포,2020,15.167,29.167,0.001,0.041,0.006,0.258
제주특별자치도,서귀포,2021,12.917,31.083,0.001,0.044,0.006,0.267
제주특별자치도,서귀포,2022,13.091,26.364,0.001,0.044,0.005,0.264
제주특별자치도,제주특별자치도,2015,23.167,45.75,0.003,0.036,0.011,0.383
제주특별자치도,제주특별자치도,2016,24.083,43.75,0.003,0.034,0.014,0.342
제주특별자치도,제주특별자치도,2017,23.083,40.083,0.003,0.038,0.012,0.3
제주특별자치도,제주특별자치도,2018,19.333,36.0,0.003,0.039,0.012,0.275
제주특별자치도,제주특별자치도,2019,21.25,38.417,0.003,0.044,0.013,0.333
제주특별자치도,제주특별자치도,2020,15.667,32.333,0.002,0.038,0.011,0.342
제주특별자치도,제주특별자치도,2021,14.25,33.167,0.002,0.041,0.009,0.275
제주특별자치도,제주특별자치도,2022,15.091,27.727,0.001,0.04,0.008,0.245
충청남도,계룡,2015,,,,,,
충청남도,계룡,2016,,,,,,
충청남도,계룡,2017,,,,,,
충청남도,계룡,2018,15.7,32.6,0.003,0.034,0.015,0.47
충청남도,계룡,2019,21.333,37.667,0.003,0.033,0.016,0.508
충청남도,계룡,2020,18.5,32.083,0.003,0.028,0.014,0.45
충청남도,계룡,2021,16.909,34.364,0.003,0.028,0.013,0.464
충청남도,계룡,2022,16.818,36.364,0.003,0.036,0.012,0.409
충청남도,공주,2015,,,,,,
충청남도,공주,2016,,,,,,
충청남도,공주,2017,22.5,31.5,0.003,0.02,0.012,0.367
충청남도,공주,2018,22.5,36.333,0.003,0.029,0.011,0.35
충청남도,공주,2019,24.667,41.083,0.003,0.034,0.01,0.408
충청남도,공주,2020,21.333,32.583,0.004,0.03,0.009,0.342
충청남도,공주,2021,21.417,37.417,0.004,0.032,0.01,0.325
충청남도,공주,2022,20.273,32.909,0.003,0.035,0.009,0.291
충청남도,금산,2015,,,,,,
충청남도,금산,2016,,,,,,
충청남도,금산,2017,29.0,46.0,0.004,0.016,0.02,0.5
충청남도,금산,2018,19.5,35.417,0.003,0.03,0.013,0.342
충청남도,금산,2019,23.833,38.917,0.003,0.031,0.012,0.425
충청남도,금산,2020,23.083,37.583,0.003,0.026,0.012,0.392
충청남도,금산,2021,20.417,35.417,0.004,0.03,0.011,0.392
충청남도,금산,2022,18.091,30.091,0.003,0.035,0.01,0.291
충청남도,논산,2015,,,,,,
충청남도,논산,2016,,,,,,
충청남도,논산,2017,20.333,41.714,0.002,0.023,0.016,0.467
충청남도,논산,2018,19.25,40.167,0.003,0.027,0.015,0.492
충청남도,논산,2019,21.75,43.833,0.003,0.031,0.016,0.525
충청남도,논산,2020,19.833,38.75,0.003,0.028,0.014,0.492
충청남도,논산,2021,18.333,39.0,0.003,0.035,0.012,0.467
충청남도,논산,2022,18.545,33.727,0.003,0.034,0.012,0.4
충청남도,당진,2015,,43.75,0.003,0.032,0.013,0.425
충청남도,당진,2016,26.125,51.333,0.004,0.035,0.013,0.383
충청남도,당진,2017,24.333,47.5,0.004,0.031,0.01,0.492
충청남도,당진,2018,25.25,47.0,0.006,0.028,0.016,0.6
충청남도,당진,2019,31.667,54.25,0.006,0.032,0.014,0.575
충청남도,당진,2020,24.167,44.583,0.005,0.034,0.014,0.483
충청남도,당진,2021,24.0,50.0,0.005,0.038,0.014,0.483
충청남도,당진,2022,22.273,42.364,0.004,0.036,0.012,0.445
충청남도,보령,2015,,,,,,
충청남도,보령,2016,,,,,,
충청남도,보령,2017,20.833,36.333,0.003,0.036,0.01,0.383
충청남도,보령,2018,20.833,36.917,0.004,0.036,0.01,0.442
충청남도,보령,2019,23.583,38.417,0.004,0.037,0.01,0.483
충청남도,보령,2020,20.667,35.667,0.004,0.032,0.01,0.425
충청남도,보령,2021,19.833,42.417,0.004,0.044,0.01,0.508
충청남도,보령,2022,19.636,33.818,0.003,0.041,0.009,0.345
충청남도,부여,2015,,,,,,
충청남도,부여,2016,,,,,,
충청남도,부여,2017,20.167,39.5,0.002,0.025,0.014,0.483
충청남도,부여,2018,19.25,40.083,0.003,0.032,0.013,0.492
충청남도,부여,2019,24.083,39.25,0.003,0.033,0.014,0.542
충청남도,부여,2020,22.417,36.833,0.003,0.028,0.013,0.517
충청남도,부여,2021,21.833,45.083,0.003,0.029,0.01,0.408
충청남도,부여,2022,17.182,28.182,0.003,0.035,0.011,0.409
충청남도,서산,2015,,46.75,0.004,0.03,0.02,0.558
충청남도,서산,2016,21.25,42.833,0.004,0.033,0.02,0.525
충청남도,서산,2017,19.917,43.583,0.004,0.033,0.018,0.542
충청남도,서산,2018,18.25,36.583,0.004,0.033,0.016,0.533
충청남도,서산,2019,21.083,38.667,0.005,0.036,0.015,0.6
충청남도,서산,2020,18.833,34.167,0.004,0.036,0.013,0.45
충청남도,서산,2021,19.417,40.667,0.004,0.039,0.014,0.425
충청남도,서산,2022,16.727,32.455,0.003,0.04,0.011,0.391
충청남도,서천,2015,,,,,,
충청남도,서천,2016,,,,,,
충청남도,서천,2017,,,,,,
충청남도,서천,2018,16.4,34.2,0.003,0.037,0.009,0.44
충청남도,서천,2019,22.833,39.25,0.003,0.033,0.009,0.517
충청남도,서천,2020,20.333,35.917,0.003,0.036,0.01,0.425
충청남도,서천,2021,18.167,38.5,0.003,0.039,0.01,0.408
충청남도,서천,2022,16.091,30.182,0.003,0.04,0.009,0.391
충청남도,아산,2015,,37.25,0.004,0.023,0.017,0.733
충청남도,아산,2016,36.333,49.083,0.003,0.031,0.019,0.558
충청남도,아산,2017,26.25,54.417,0.003,0.031,0.023,0.533
충청남도,아산,2018,25.0,45.417,0.004,0.026,0.017,0.425
충청남도,아산,2019,31.333,52.0,0.004,0.028,0.016,0.45
충청남도,아산,2020,25.25,42.083,0.004,0.031,0.015,0.392
충청남도,아산,2021,25.083,46.833,0.004,0.032,0.015,0.383
충청남도,아산,2022,22.091,40.455,0.003,0.034,0.013,0.364
충청남도,예산,2015,,,,,,
충청남도,예산,2016,,,,,,
충청남도,예산,2017,16.5,37.333,0.003,0.033,0.013,0.35
충청남도,예산,2018,20.167,40.25,0.004,0.031,0.014,0.408
충청남도,예산,2019,28.417,43.5,0.004,0.033,0.013,0.5
충청남도,예산,2020,23.0,36.083,0.004,0.03,0.01,0.367
충청남도,예산,2021,23.5,41.0,0.004,0.036,0.011,0.4
충청남도,예산,2022,20.909,34.636,0.003,0.037,0.01,0.364
충청남도,천안,2015,30.571,49.75,0.003,0.025,0.023,0.583
충청남도,천안,2016,27.333,48.833,0.003,0.028,0.023,0.492
충청남도,천안,2017,28.0,46.25,0.003,0.027,0.022,0.492
충청남도,천안,2018,24.917,43.0,0.004,0.026,0.023,0.558
충청남도,천안,2019,28.5,47.5,0.004,0.029,0.023,0.55
충청남도,천안,2020,23.0,38.833,0.003,0.031,0.017,0.475
충청남도,천안,2021,23.333,44.083,0.004,0.033,0.017,0.442
충청남도,천안,2022,22.273,38.182,0.003,0.035,0.017,0.391
충청남도,청양,2015,,,,,,
충청남도,청양,2016,,,,,,
충청남도,청양,2017,29.0,42.0,0.004,0.023,0.016,0.5
충청남도,청양,2018,22.083,34.333,0.003,0.03,0.009,0.358
충청남도,청양,2019,27.083,38.25,0.004,0.032,0.009,0.45
충청남도,청양,2020,20.667,33.833,0.003,0.032,0.008,0.383
충청남도,청양,2021,19.667,36.917,0.004,0.035,0.008,0.4
충청남도,청양,2022,18.545,31.182,0.003,0.035,0.008,0.345
충청남도,태안,2015,,,,,,
충청남도,태안,2016,,,,,,
충청남도,태안,2017,17.833,37.0,0.003,0.032,0.009,0.45
충청남도,태안,2018,17.583,37.0,0.004,0.029,0.011,0.5
충청남도,태안,2019,19.917,40.917,0.004,0.033,0.01,0.517
충청남도,태안,2020,15.5,33.667,0.003,0.032,0.011,0.475
충청남도,태안,2021,18.5,41.5,0.004,0.039,0.01,0.425
충청남도,태안,2022,15.818,32.364,0.003,0.039,0.009,0.391
충청남도,홍성,2015,,,,,,
충청남도,홍성,2016,,,,,,
충청남도,홍성,2017,24.0,40.5,0.003,0.032,0.014,0.4
충청남도,홍성,2018,23.917,39.667,0.003,0.027,0.013,0.408
충청남도,홍성,2019,26.833,40.167,0.004,0.031,0.013,0.492
충청남도,홍성,2020,22.333,35.167,0.003,0.033,0.011,0.408
충청남도,홍성,2021,21.5,39.917,0.003,0.038,0.011,0.392
충청남도,홍성,2022,19.364,32.364,0.003,0.04,0.01,0.336
충청북도,괴산,2015,,,,,,
충청북도,괴산,2016,,,,,,
충청북도,괴산,2017,,,,,,
충청북도,괴산,2018,,,,,,
충청북도,괴산,2019,26.364,37.545,0.003,0.029,0.011,0.455
충청북도,괴산,2020,21.25,32.167,0.003,0.029,0.01,0.425
충청북도,괴산,2021,20.083,35.0,0.003,0.028,0.008,0.408
충청북도,괴산,2022,20.0,29.909,0.003,0.03,0.009,0.318
충청북도,단양,2015,28.0,43.364,0.003,0.025,0.014,0.525
충청북도,단양,2016,21.583,39.75,0.004,0.023,0.017,0.617
충청북도,단양,2017,22.667,41.0,0.004,0.025,0.021,0.717
충청북도,단양,2018,24.833,40.75,0.003,0.023,0.016,0.582
충청북도,단양,2019,28.667,44.667,0.003,0.021,0.012,0.442
충청북도,단양,2020,19.25,29.75,0.003,0.026,0.01,0.517
충청북도,단양,2021,17.667,32.083,0.002,0.028,0.012,0.508
충청북도,단양,2022,18.0,27.182,0.002,0.03,0.013,0.482
충청북도,보은,2015,,,,,,
충청북도,보은,2016,,,,,,
충청북도,보은,2017,,,,,,
충청북도,보은,2018,,,,,,
충청북도,보은,2019,26.417,40.0,0.003,0.031,0.011,0.458
충청북도,보은,2020,21.5,32.583,0.003,0.03,0.01,0.467
충청북도,보은,2021,20.0,33.833,0.003,0.029,0.01,0.442
충청북도,보은,2022,19.0,29.1,0.002,0.032,0.009,0.309
충청북도,영동,2015,,,,,,
충청북도,영동,2016,,,,,,
충청북도,영동,2017,,,,,,
충청북도,영동,2018,22.556,38.111,0.003,0.03,0.012,0.344
충청북도,영동,2019,27.333,42.333,0.003,0.031,0.012,0.4
충청북도,영동,2020,19.417,32.833,0.003,0.027,0.011,0.433
충청북도,영동,2021,18.167,35.0,0.002,0.032,0.01,0.375
충청북도,영동,2022,17.0,28.091,0.002,0.033,0.009,0.291
충청북도,옥천,2015,,,,,,
충청북도,옥천,2016,,,,,,
충청북도,옥천,2017,21.333,35.333,0.003,0.031,0.015,0.4
충청북도,옥천,2018,25.0,40.167,0.003,0.026,0.02,0.417
충청북도,옥천,2019,29.0,43.167,0.003,0.027,0.018,0.483
충청북도,옥천,2020,22.083,33.583,0.003,0.025,0.017,0.458
충청북도,옥천,2021,20.167,36.583,0.002,0.03,0.019,0.517
충청북도,옥천,2022,18.182,32.636,0.002,0.031,0.017,0.436
충청북도,음성,2015,,,,,,
충청북도,음성,2016,,,,,,
충청북도,음성,2017,,,,,,
충청북도,음성,2018,,,,,,
충청북도,음성,2019,28.091,41.545,0.003,0.033,0.012,0.436
충청북도,음성,2020,23.083,36.0,0.003,0.03,0.012,0.392
충청북도,음성,2021,20.583,36.167,0.002,0.03,0.011,0.433
충청북도,음성,2022,21.364,34.091,0.002,0.032,0.011,0.409
충청북도,제천,2015,28.0,45.75,0.004,0.025,0.028,0.65
충청북도,제천,2016,23.583,40.25,0.004,0.024,0.022,0.667
충청북도,제천,2017,27.583,40.917,0.004,0.026,0.02,0.683
충청북도,제천,2018,26.75,42.167,0.005,0.025,0.024,0.583
충청북도,제천,2019,26.083,43.25,0.004,0.025,0.02,0.458
충청북도,제천,2020,19.909,32.545,0.003,0.025,0.016,0.527
충청북도,제천,2021,18.667,37.583,0.002,0.028,0.015,0.533
충청북도,제천,2022,17.818,34.091,0.002,0.029,0.014,0.5
충청북도,증평,2015,,,,,,
충청북도,증평,2016,,,,,,
충청북도,증평,2017,,,,,,
충청북도,증평,2018,27.444,43.778,0.002,0.027,0.016,0.344
충청북도,증평,2019,31.75,45.5,0.002,0.026,0.018,0.4
충청북도,증평,2020,24.25,39.833,0.003,0.027,0.012,0.417
충청북도,증평,2021,21.3,37.4,0.002,0.027,0.013,0.43
충청북도,증평,2022,19.0,32.182,0.002,0.033,0.01,0.318
충청북도,진천,2015,,,,,,
충청북도,진천,2016,23.333,36.833,0.002,0.023,0.016,0.483
충청북도,진천,2017,26.833,43.917,0.003,0.032,0.016,0.458
충청북도,진천,2018,25.167,42.5,0.004,0.029,0.02,0.542
충청북도,진천,2019,29.0,44.167,0.003,0.03,0.02,0.5
충청북도,진천,2020,23.417,37.333,0.003,0.031,0.014,0.467
충청북도,진천,2021,19.917,37.917,0.003,0.033,0.013,0.442
충청북도,진천,2022,21.182,35.0,0.002,0.033,0.013,0.364
충청북도,청원,2015,,,0.006,,,
충청북도,청원,2016,,,,,,
충청북도,청원,2017,,,,,,
충청북도,청원,2018,,,,,,
충청북도,청원,2019,,,,,,
충청북도,청원,2020,,,,,,
충청북도,청원,2021,,,,,,
충청북도,청원,2022,,,,,,
충청북도,청주,2015,28.0,54.333,0.004,0.025,0.019,0.5
충청북도,청주,2016,28.75,48.667,0.004,0.026,0.02,0.475
충청북도,청주,2017,28.583,45.833,0.003,0.028,0.019,0.508
충청북도,청주,2018,28.75,44.75,0.004,0.026,0.022,0.458
충청북도,청주,2019,28.5,45.583,0.003,0.027,0.022,0.433
충청북도,청주,2020,22.25,37.917,0.003,0.027,0.017,0.433
충청북도,청주,2021,21.083,40.5,0.002,0.03,0.016,0.425
충청북도,청주,2022,20.182,34.182,0.002,0.031,0.013,0.373
충청북도,충주,2015,33.0,45.727,0.004,0.026,0.023,0.475
충청북도,충주,2016,24.083,44.583,0.003,0.026,0.022,0.458
충청북도,충주,2017,26.25,44.5,0.003,0.028,0.022,0.45
충청북도,충주,2018,26.0,48.667,0.004,0.025,0.023,0.467
충청북도,충주,2019,27.083,44.167,0.003,0.026,0.022,0.517
충청북도,충주,2020,19.667,36.833,0.003,0.028,0.015,0.45
충청북도,충주,2021,18.0,36.25,0.002,0.03,0.014,0.458
충청북도,충주,2022,19.455,33.455,0.002,0.03,0.014,0.436
